Wife's age,Wife's education,Husband's education,# of children ever born,Wife's religion,Wife's now working?,Husband's occupation,Standard-of-living index,Media exposure,label
38,4,4,4,1,0,1,4,0,C
35,1,2,5,1,1,3,3,0,C
33,4,4,3,0,0,2,4,0,C
30,2,2,2,1,1,3,2,0,C
20,3,3,2,1,1,2,2,1,C
18,3,3,1,1,1,2,2,0,C
30,3,2,3,1,1,3,3,0,C
35,2,3,6,1,0,3,2,0,C
22,3,3,2,1,1,3,1,0,C
28,2,4,7,1,1,3,3,0,C
21,3,3,1,1,1,3,1,0,C
27,3,4,4,1,1,3,4,0,C
30,3,4,3,1,1,3,3,0,C
25,3,4,2,1,1,3,3,0,C
26,4,4,3,1,1,3,2,0,C
37,2,4,5,1,1,1,4,0,C
47,1,3,9,1,0,3,3,0,C
36,1,1,5,1,1,3,3,0,C
36,2,3,6,1,1,2,4,0,C
36,4,4,3,1,1,2,4,0,C
28,4,4,4,1,1,3,4,0,C
21,4,4,2,1,1,3,3,0,C
25,4,4,2,1,1,2,3,0,C
30,3,4,3,1,1,3,4,0,C
22,3,3,3,1,1,3,3,0,C
23,4,3,2,1,0,2,3,0,C
36,3,4,9,1,1,3,4,0,C
28,4,3,2,1,1,3,2,0,C
46,2,2,5,1,1,2,4,0,C
47,4,4,5,1,1,3,2,0,C
41,1,4,5,1,0,2,4,0,C
44,4,4,5,1,1,3,4,0,C
34,2,3,3,0,1,3,2,1,C
37,2,3,6,1,1,3,4,0,C
34,4,4,2,0,1,1,4,0,C
22,2,4,2,1,1,3,2,0,C
33,2,3,4,1,1,2,3,0,C
21,3,4,3,1,1,3,1,0,C
31,4,4,4,1,0,3,4,0,C
41,4,3,5,1,0,3,4,0,C
30,4,3,4,1,1,3,3,0,C
32,2,4,5,1,1,3,4,0,C
27,4,4,2,0,0,2,4,0,C
26,4,4,1,0,0,2,4,0,C
42,4,4,5,0,1,2,4,0,C
24,4,4,1,1,1,1,3,0,C
37,4,4,6,1,1,1,4,0,C
30,2,3,5,1,0,3,4,0,C
27,4,4,1,1,1,1,4,0,C
34,2,4,6,1,1,3,3,0,C
32,3,4,5,0,1,1,4,0,C
28,4,4,1,0,0,2,4,0,C
29,3,3,1,0,0,2,4,0,C
42,4,4,3,0,1,2,4,0,C
21,2,2,0,0,1,4,4,0,C
22,4,4,2,1,1,3,4,0,C
36,4,4,3,0,1,3,4,0,C
45,2,3,3,0,0,2,4,0,C
34,4,4,2,0,0,2,4,0,C
35,2,3,5,1,1,3,3,0,C
19,4,4,1,1,1,2,3,0,C
27,4,4,4,1,1,3,3,0,C
37,2,4,4,1,0,2,3,0,C
26,3,2,4,1,1,3,4,0,C
28,1,3,5,1,1,3,4,0,C
31,3,4,5,1,1,1,4,0,C
32,2,2,6,1,1,2,3,0,C
40,2,2,4,0,0,2,4,0,C
27,3,3,5,1,1,2,4,0,C
27,2,2,3,1,1,2,2,1,C
37,4,4,5,0,0,2,4,0,C
22,4,3,1,1,1,2,2,0,C
27,4,4,4,1,1,1,2,1,C
21,4,4,1,0,1,2,4,0,C
30,1,3,2,1,1,3,4,0,C
23,2,2,1,1,1,2,4,0,C
25,2,4,3,1,1,1,3,0,C
42,2,4,6,1,1,2,4,0,C
29,4,4,3,1,1,1,4,0,C
33,4,4,2,1,0,2,4,0,C
33,4,4,3,1,1,1,4,0,C
39,3,3,8,1,0,1,4,0,C
33,3,3,4,1,0,2,2,0,C
17,3,3,1,1,1,2,4,0,C
